id,doc_id,HDI,HDI_Level,CountryRegionMulti,Averaged,GPE,token,Citations,False_Positive,False_Negative,Titles,Journals,SJR,titles_cnt,titles_has_country
10554,text10554,0.758,high,C,N,mexico,mexican,16,N,Y,online information literacy instruction in mexican university libraries: the librarians’ point of view,journal of academic librarianship,0.741,102,1
10425,text10425,0.535,low,C,N,nigeria,nigerian,0,N,Y,library personnel reflections about night shift performance on attainment of work-life balance in a nigerian mega city,journal of academic librarianship,0.741,118,1
10601,text10601,0.535,low,C,N,nigeria,nigerian,3,N,Y,embedded librarianship in research in nigerian universities: practices and sources of practice knowledge,journal of academic librarianship,0.741,104,1
10629,text10629,0.535,low,C,N,nigeria,lagos,3,N,Y,bridging the great divide: librarian-faculty collaboration in selected higher institutions in lagos state nigeria,journal of academic librarianship,0.741,113,1
10456,text10456,0.905,veryhigh,C,N,spain,university,1,N,Y,when the road to academic success goes through the library: a case study at the university of seville,journal of academic librarianship,0.741,101,1
10553,text10553,0.905,veryhigh,C,N,spain,anatolian,1,N,Y,cost-sharing models: experience of the anatolian university libraries consortium,journal of academic librarianship,0.741,80,1
10505,text10505,0.838,veryhigh,C,N,turkey,turkish,3,N,Y,the effects of subtitles and captions on an interactive information literacy tutorial for english majors at a turkish university,journal of academic librarianship,0.741,128,1
10585,text10585,0.773,high,C,N,ukraine,ukrainian,7,N,Y,challenge of ukrainian academic librarians in an evolving scholarly publishing landscape,journal of academic librarianship,0.741,88,1
10476,text10476,0.921,veryhigh,C,N,us,city,1,N,Y,are we represented as who we are? an assessment of library faculty online profiles within the city university of new york,journal of academic librarianship,0.741,121,1
10566,text10566,0.921,veryhigh,C,N,us,american,6,N,Y,the use of departmental journal lists in promotion and tenure decisions at american research universities,journal of academic librarianship,0.741,105,1
10475,text10475,0.703,high,C,N,vietnam,vietnamese,2,N,Y,factors influencing the faculty-librarian collaboration at the vietnamese universities,journal of academic librarianship,0.741,86,1
10470,text10470,0.593,medium,C,N,zimbabwe,zimbabwean,2,N,Y,investigating disciplinary differences in the use of electronic journals by academics in zimbabwean state universities,journal of academic librarianship,0.741,118,1
10518,text10518,0.593,medium,C,N,zimbabwe,zimbabwe,9,N,Y,open access initiatives in zimbabwe: case of academic libraries,journal of academic librarianship,0.741,63,1
10535,text10535,0.593,medium,C,N,zimbabwe,zimbabwe,5,N,Y,open science disrupting the status quo in academic libraries: a perspective of zimbabwe,journal of academic librarianship,0.741,87,1
10541,text10541,0.593,medium,C,N,zimbabwe,zimbabwe,1,N,Y,academic librarian's transition to blended librarianship: a phenomenology of selected academic librarians in zimbabwe,journal of academic librarianship,0.741,117,1
10678,text10678,0.593,medium,C,N,zimbabwe,zimbabwe,0,N,Y,"awareness of, and attitudes towards the paradigm shifts among library and information science (lis) faculty staff in zimbabwe",journal of academic librarianship,0.741,125,1
11345,text11345,0.661,medium,C,n,bangladesh,bangladesh,12,N,Y,documentation in a community informatics project: the creation and sharing of information by women in bangladesh,journal of documentation,0.632,112,1
11486,text11486,0.768,high,C,N,china,chinese,12,N,Y,a context-based study of serendipity in information research among chinese scholars,journal of documentation,0.632,83,1
11380,text11380,0.796,high,R,N,eu,european,11,N,Y,public libraries as public sphere institutions: a comparative study of perceptions of the public library’s role in six european countries,journal of documentation,0.632,137,1
11445,text11445,0.918,veryhigh,C,N,slovenia,slovenian,11,N,Y,research data management and research data literacy in slovenian science,journal of documentation,0.632,72,1
11357,text11357,0.905,veryhigh,C,N,spain,spanish,6,N,Y,application of linked open data to the coding and dissemination of spanish civil war photographic archives,journal of documentation,0.632,106,1
11463,text11463,0.947,veryhigh,C,N,sweden,swedish,2,N,Y,from informational reading to information literacy: change and continuity in document work in swedish schools,journal of documentation,0.632,109,1
11347,text11347,0.929,veryhigh,C,N,uk,scottish,2,N,Y,networking as an information behaviour during job search: a study of active jobseekers in the scottish youth labour market,journal of documentation,0.632,122,1
11375,text11375,0.929,veryhigh,C,N,uk,english,0,N,Y,representing search tasks in an information use environment: a case of english primary schools,journal of documentation,0.632,94,1
7157,text7157,0.951,veryhigh,C,N,australia,australian,8,N,Y,effective organisational change to achieve successful itil implementation: lessons learned from a multiple case study of large australian firms,journal of enterprise information management,0.968,143,1
7206,text7206,0.661,medium,C,n,bangladesh,bangladesh,16,N,Y,factors influencing e-hrm implementation in government organisations: case studies from bangladesh,journal of enterprise information management,0.968,98,1
7023,text7023,0.768,high,C,N,china,chinese,13,N,Y,fueling knowledge management processes in chinese higher education institutes (heis): the neglected mediating role of knowledge worker satisfaction,journal of enterprise information management,0.968,147,1
7089,text7089,0.768,high,C,N,china,chinese,18,N,Y,privacy calculus or heuristic cues? the dual process of privacy decision making on chinese social media,journal of enterprise information management,0.968,103,1
7173,text7173,0.633,medium,C,N,india,indian,8,N,Y,an integrated grey-dematel approach for evaluating ict adoption barriers in manufacturing smes: analysing indian msmes,journal of enterprise information management,0.968,118,1
7203,text7203,0.633,medium,C,N,india,indian,18,N,Y,workplace spirituality and employee commitment: the role of emotional intelligence and organisational citizenship behaviour in indian organisations,journal of enterprise information management,0.968,147,1
7101,text7101,0.715,high,C,N,palestine,palestine,8,N,Y,"e-health system characteristics, medical performance and healthcare quality at unrwa-palestine health centers",journal of enterprise information management,0.968,109,1
7036,text7036,0.905,veryhigh,C,N,spain,spanish,32,N,Y,an integrated decision-making model for supplier evaluation in public healthcare system: the case study of a spanish hospital,journal of enterprise information management,0.968,125,1
7093,text7093,0.731,high,C,N,tunisia,tunisia,13,N,Y,organizational culture and information systems strategic alignment: exploring the influence through an empirical study from tunisia,journal of enterprise information management,0.968,131,1
8665,text8665,0.951,veryhigh,C,N,australia,australian,6,N,Y,the association between health literacy and self-rated health amongst australian university students,journal of health communication,0.88,100,1
8740,text8740,0.951,veryhigh,C,N,australia,australia,1,N,Y,audience responses to physical activity in the biggest loser australia,journal of health communication,0.88,70,1
8669,text8669,0.768,high,C,N,china,chinese,4,N,Y,beyond altruism: framing organ donation in a 19-year review of chinese news coverage,journal of health communication,0.88,84,1
8610,text8610,0.796,high,R,N,"eu,central asia",europe,8,N,Y,vaccine hesitancy and demand for immunization in eastern europe and central asia: implications for the region and beyond,journal of health communication,0.88,120,1
8845,text8845,0.925,veryhigh,C,N,japan,fukushima,16,N,Y,collaborative processes of developing a health literacy toolkit: a case from fukushima after the nuclear accident,journal of health communication,0.88,113,1
8721,text8721,0.511,low,C,N,senegal,senegalese,2,N,Y,the role of health literacy in family planning use among senegalese women,journal of health communication,0.88,73,1
8644,text8644,0.939,veryhigh,C,N,singapore,singaporean,5,N,Y,sns usage and third-person effects in the risk perception of zika virus among singaporean women,journal of health communication,0.88,95,1
8749,text8749,0.925,veryhigh,C,N,south korea,americans,5,N,Y,"health literacy, depression literacy, and depression among older korean americans",journal of health communication,0.88,81,1
8570,text8570,0.921,veryhigh,C,N,us,indian,4,N,Y,self-reported exposure to sexual and reproductive health information among american indian youth: implications for technology based intervention,journal of health communication,0.88,144,1
8573,text8573,0.921,veryhigh,C,N,us,americans,4,N,Y,"information seeking and scanning about colorectal cancer screening among black and white americans, ages 45–74: comparing information sources and screening behaviors",journal of health communication,0.88,165,1
8657,text8657,0.921,veryhigh,C,N,us,washington,4,N,Y,youth’s proximity to marijuana retailers and advertisements: factors associated with washington state adolescents’ intentions to use marijuana,journal of health communication,0.88,142,1
8658,text8658,0.921,veryhigh,C,N,us,american,0,N,Y,promoting sustained and exclusive breastfeeding among chinese american pregnant women,journal of health communication,0.88,85,1
8685,text8685,0.921,veryhigh,C,N,us,u.s.,4,N,Y,"condom use, pornography consumption, and perceptions of pornography as sexual information in a sample of adult u.s males",journal of health communication,0.88,120,1
8699,text8699,0.921,veryhigh,C,N,us,american,5,N,Y,"familiarity, navigation, and comprehension: key dimensions of health literacy in pap test use among korean american women",journal of health communication,0.88,121,1
8755,text8755,0.921,veryhigh,C,N,us,american,7,N,Y,cultural adaptation of the be under your own influence media campaign for middle-school american indian youth,journal of health communication,0.88,109,1
8766,text8766,0.921,veryhigh,C,N,us,american,7,N,Y,exploring communication strategies for promoting hepatitis b prevention among young asian american adults,journal of health communication,0.88,105,1
8777,text8777,0.921,veryhigh,C,N,us,american,4,N,Y,cervixcheck: a spiritually-based text messaging intervention to promote cervical cancer awareness and pap test screening intention among african-american women,journal of health communication,0.88,159,1
12272,text12272,0.929,veryhigh,C,N,uk,uk,5,N,Y,an elephant in the room? information literacy in the narrative of uk public libraries,journal of information literacy,0.584,85,1
10072,text10072,0.951,veryhigh,C,N,australia,australian,5,N,Y,research diversification and its relationship with publication counts and impact: a case study based on australian professors,journal of information science,0.761,125,1
10109,text10109,0.754,high,C,N,brazil,brazilian,7,N,Y,lotka’s law for the brazilian scientific output published in journals,journal of information science,0.761,69,1
10035,text10035,0.796,high,R,N,caucasus,south,2,N,Y,an investigation of cultural objects in conflict zones through the lens of tripadvisor reviews: a case of south caucasus,journal of information science,0.761,120,1
10063,text10063,0.633,medium,C,N,india,indian,3,N,Y,effect of knowledge management on software product experience with mediating effect of perceived software process improvement: an empirical study for indian software industry,journal of information science,0.761,174,1
1329,text1329,0.633,medium,C,N,india,indian,14,N,Y,trusting e-voting amid experiences of electoral malpractice: the case of indian elections,journal of information technology,2.229,89,1
3907,text3907,0.768,high,C,N,china,chinese,6,N,Y,scientists' genders and international academic collaboration: an empirical study of chinese universities and research institutes,journal of informetrics,1.437,128,1
4072,text4072,0.768,high,C,N,china,chinese,23,N,Y,assessing r&d efficiency using a two-stage dynamic dea model: a case study of research institutes in the chinese academy of sciences,journal of informetrics,1.437,132,1
3898,text3898,0.796,high,R,N,eu,eastern,3,N,Y,introducing recalibrated academic performance indicators in the evaluation of individuals' research performance: a case study from eastern europe,journal of informetrics,1.437,145,1
3949,text3949,0.928,veryhigh,M,Y,"italy,norway",italian,14,N,Y,comparison of research performance of italian and norwegian professors and universities,journal of informetrics,1.437,87,1
4073,text4073,0.859,veryhigh,M,Y,"us,eu",us,24,N,Y,which us and european higher education institutions are visible in researchgate and what affects their rg score?,journal of informetrics,1.437,112,1
10282,text10282,0.951,veryhigh,C,N,australia,australian,2,N,Y,knowledge sharing and organizational change: practice interactions in australian local government,journal of librarianship and information science,0.756,97,1
10320,text10320,0.754,high,C,N,brazil,brazilian,2,N,Y,performance measurement and its impact on brazilian public academic libraries,journal of librarianship and information science,0.756,77,1
10249,text10249,0.768,high,C,N,china,chinese,5,N,Y,the impact of chinese library and information science on outside disciplines: a citation analysis,journal of librarianship and information science,0.756,97,1
10315,text10315,0.768,high,C,N,china,chinese,2,N,Y,the state of circulation policies and practices in chinese academic libraries,journal of librarianship and information science,0.756,77,1
10394,text10394,0.768,high,C,N,china,chinese,6,N,Y,a qualitative analysis of the digital literacy of arts education teachers in chinese junior high and high schools,journal of librarianship and information science,0.756,113,1
10222,text10222,0.858,veryhigh,C,N,croatia,croatian,3,N,Y,the use of mobile devices and applications for health information: a survey of croatian students,journal of librarianship and information science,0.756,96,1
10262,text10262,0.731,high,C,N,egypt,egyptian,5,N,Y,libraries as agents for development: the potential role of egyptian rural public libraries towards the attainment of sustainable development goals based on the un 2030 agenda,journal of librarianship and information science,0.756,174,1
10213,text10213,0.945,veryhigh,C,N,ireland,irish,0,N,Y,an intersectional quantitative content analysis of the lgbtq+ catalogue in irish public libraries,journal of librarianship and information science,0.756,97,1
10268,text10268,0.919,veryhigh,C,N,israel,israeli,3,N,Y,developing scales for identifying and classifying library and information science skills and competencies: an israeli perspective,journal of librarianship and information science,0.756,129,1
10298,text10298,0.895,veryhigh,C,N,italy,italian,7,N,Y,when social support by patrons protects against burnout: a study among italian public library workers,journal of librarianship and information science,0.756,101,1
10250,text10250,0.925,veryhigh,C,N,japan,japanese,3,N,Y,japanese public library services for dyslexic children,journal of librarianship and information science,0.756,54,1
10251,text10251,0.535,low,C,N,nigeria,bowen,19,N,Y,"factors influencing knowledge sharing among academics in bowen university, nigeria",journal of librarianship and information science,0.756,82,1
10358,text10358,0.535,low,C,N,nigeria,nigerian,0,N,Y,administrative and infrastructural factors affecting library and information science educators’ actual use of educational support systems for teaching in nigerian universities,journal of librarianship and information science,0.756,175,1
10312,text10312,0.544,low,C,N,pakistan,pakistani,15,N,Y,"faculty awareness, use and attitudes towards scholarly open access: a pakistani perspective",journal of librarianship and information science,0.756,91,1
10360,text10360,0.544,low,C,N,pakistan,aga,8,N,Y,evaluating library service quality at the aga khan university library: application of a total quality management approach,journal of librarianship and information science,0.756,121,1
10214,text10214,0.699,medium,C,N,philippines,philippine,6,N,Y,linking digital literacy and online information searching strategies of philippine university students: the moderating role of mindfulness,journal of librarianship and information science,0.756,138,1
10216,text10216,0.699,medium,C,N,philippines,filipino,0,N,Y,not your final destination: a grounded theory study on adjustment among filipino librarians who experienced job rotation,journal of librarianship and information science,0.756,120,1
10374,text10374,0.875,veryhigh,C,N,saudi arabia,saudi,1,N,Y,saudi academic librarians’ perceptions of the association of college & research libraries guidelines,journal of librarianship and information science,0.756,100,1
10287,text10287,0.922,veryhigh,M,Y,"slovenia,south korea",slovenian,0,N,Y,comparison of slovenian and korean library laws,journal of librarianship and information science,0.756,47,1
10367,text10367,0.549,low,C,N,tanzania,sokoine,10,N,Y,an assessment of information literacy skills among first-year postgraduate students at sokoine university of agriculture tanzania,journal of librarianship and information science,0.756,129,1
10231,text10231,0.929,veryhigh,C,N,uk,scottish,2,N,Y,a case study investigation of academic library support for open educational resources in scottish universities,journal of librarianship and information science,0.756,110,1
10239,text10239,0.929,veryhigh,C,N,uk,scottish,1,N,Y,how good is our public library service? the evolution of a new quality standards framework for scottish public libraries 2012–2017,journal of librarianship and information science,0.756,130,1
10311,text10311,0.929,veryhigh,C,N,uk,st,2,N,Y,"realising the potential of user surveys for improving academic libraries: the case of st john’s college, cambridge",journal of librarianship and information science,0.756,114,1
10207,text10207,0.929,veryhigh,M,Y,"us,canada",north,2,N,Y,reading work as a diversity practice: a differentiated approach to reading promotion in academic libraries in north america,journal of librarianship and information science,0.756,123,1
10267,text10267,0.929,veryhigh,M,Y,"us,canada",north,5,N,Y,servant leadership theory in practice: north america’s leading public libraries,journal of librarianship and information science,0.756,79,1
10284,text10284,0.593,medium,C,N,zimbabwe,zimbabwe,6,N,Y,redefining library and information science education and training in zimbabwe to close the workforce skills gaps,journal of librarianship and information science,0.756,112,1
11244,text11244,0.768,high,C,N,china,chinese,5,N,Y,chinese academic library research evaluation services,journal of library administration,0.673,53,1
11215,text11215,0.901,veryhigh,M,Y,"estonia,us",estonians,0,N,Y,"collaboration across borders, or piiride-ülene koostöö: estonians and americans working together towards accessible archival collections",journal of library administration,0.673,136,1
11229,text11229,0.796,high,R,N,eu,european,2,N,Y,effects of the new public management (npm) and austerity in european public and academic libraries,journal of library administration,0.673,98,1
11272,text11272,0.706,high,C,N,lebanon,riyad,3,N,Y,redesigning spaces for effective learning: challenges facing riyad nassar library in meeting users' perceptions and expectations,journal of library administration,0.673,128,1
11149,text11149,0.544,low,C,N,pakistan,pakistani,7,N,Y,millennials’ reading behavior in the digital age: a case study of pakistani university students,journal of library administration,0.673,95,1
11264,text11264,0.939,veryhigh,C,N,singapore,singaporeans,7,N,Y,physical and digital reading habits of adult singaporeans,journal of library administration,0.673,57,1
11201,text11201,0.929,veryhigh,C,N,uk,uk,1,N,Y,the role of the university library in supporting international students: a survey of practices across uk universities,journal of library administration,0.673,117,1
11284,text11284,0.921,veryhigh,C,N,us,colorado,8,N,Y,changing demand driven acquisition ebook models: a history and preliminary results at the colorado alliance of research libraries,journal of library administration,0.673,129,1
11213,text11213,0.929,veryhigh,M,Y,"us,canada",north,6,N,Y,strategies for transformational publish and read agreements in north america,journal of library administration,0.673,76,1
10823,text10823,0.547,low,R,N,africa,african,1,N,Y,change for a better paradigm: assessing the library services for distance learners in an african institution,journal of library and information services in distance learning,0.735,108,1
10801,text10801,0.597,medium,C,N,eswatini,eswatini,0,N,Y,toward a framework for quality assurance of library and information science education in an open distance e-learning environment in eswatini,journal of library and information services in distance learning,0.735,140,1
10808,text10808,0.535,low,C,N,nigeria,nigeria,2,N,Y,"assessment of the contribution of online information resources in open distance learning mode to the development of lifelong learning in south-west, nigeria",journal of library and information services in distance learning,0.735,156,1
9122,text9122,0.768,high,C,N,china,chinese,4,N,Y,more than plain text: censorship deletion in the chinese social media,journal of the association for information science and technology,0.848,69,1
9261,text9261,0.768,high,C,N,china,chinese,8,N,Y,how important is scientific software in bioinformatics research? a comparative study between international and chinese research communities,journal of the association for information science and technology,0.848,139,1
9036,text9036,0.796,high,R,N,eu,european,27,N,Y,multilingual publishing in the social sciences and humanities: a seven-country european study,journal of the association for information science and technology,0.848,93,1
9185,text9185,0.948,veryhigh,C,N,denmark,danish,6,N,Y,alphabetic or contributor author order. what is the norm in danish economics and political science and why?,journal of the association for information science and technology,0.848,107,1
9048,text9048,0.905,veryhigh,C,N,spain,barcelona,27,N,Y,#blocksidewalk to barcelona: technological sovereignty and the social license to operate smart cities,journal of the association for information science and technology,0.848,101,1
9254,text9254,0.921,veryhigh,C,N,us,yellowstone,5,N,Y,documenting provenance in noncomputational workflows: research process models based on geobiology fieldwork in yellowstone national park,journal of the association for information science and technology,0.848,136,1
8484,text8484,0.936,veryhigh,C,N,canada,alberta,5,N,Y,implementation of a fee-based service model to university-affiliated researchers at the university of alberta,journal of the medical library association,0.9,109,1
8420,text8420,0.535,low,C,N,nigeria,nigerian,1,N,Y,"“what’s happening over there?”: a study of the current state of services, challenges, and prospects in nigerian medical libraries",journal of the medical library association,0.9,129,1
8475,text8475,0.535,low,C,N,nigeria,oyo,2,N,Y,"teaching high school students to use online consumer health resources on mobile phones: outcome of a pilot project in oyo state, nigeria",journal of the medical library association,0.9,136,1
8419,text8419,0.921,veryhigh,C,N,us,american,5,N,Y,introducing a health information literacy competencies map: connecting the association of american medical colleges core entrustable professional activities and accreditation council for graduate medical education common program requirements to the association of college & research libraries framework,journal of the medical library association,0.9,302,1
8518,text8518,0.921,veryhigh,C,N,us,san,4,N,Y,creating value through outreach in a hospital setting: a case study from zuckerberg san francisco general hospital library,journal of the medical library association,0.9,122,1
8452,text8452,0.929,veryhigh,M,Y,"us,canada",north,4,N,Y,research and instruction services for online advanced practice nursing programs: a survey of north american academic librarians,journal of the medical library association,0.9,127,1
9366,text9366,0.921,veryhigh,C,N,us,south,3,N,Y,“ebooks for the classroom+” at university of south florida libraries: a case study of database management,journal of web librarianship,0.831,105,1
12605,text12605,0.951,veryhigh,C,N,australia,australian,11,N,Y,formal-informal channels of university-industry knowledge transfer: the case of australian business schools,knowledge management research and practice,0.541,107,1
12634,text12634,0.951,veryhigh,C,N,australia,australian,7,N,Y,reflection of embedded knowledge culture in communications of australian companies,knowledge management research and practice,0.541,82,1
12652,text12652,0.754,high,C,N,brazil,brazilian,7,N,Y,technology transfer management in the context of a developing country: evidence from brazilian universities,knowledge management research and practice,0.541,107,1
12689,text12689,0.754,high,C,N,brazil,southern,5,N,Y,the value context in knowledge-based development: revealing the context factors in the development of southern brazils vale dos vinhedos region,knowledge management research and practice,0.541,143,1
12639,text12639,0.94,veryhigh,C,N,finland,finnish,21,N,Y,the use of social media for knowledge acquisition and dissemination in b2b companies: an empirical study of finnish technology industries,knowledge management research and practice,0.541,137,1
12657,text12657,0.94,veryhigh,C,N,finland,finnish,10,N,Y,the state of knowledge management in logistics smes: evidence from two finnish regions,knowledge management research and practice,0.541,86,1
12632,text12632,0.895,veryhigh,C,N,italy,italian,9,N,Y,a qualitative study on the perception of intellectual capital among a group of senior managers of italian social enterprises,knowledge management research and practice,0.541,124,1
12612,text12612,0.754,high,R,N,latin america,latin,8,N,Y,influence of the balanced scorecard on the science and innovation performance of latin american universities,knowledge management research and practice,0.541,108,1
12692,text12692,0.754,high,R,N,latin america,latin,9,N,Y,moderating effect of intellectual capital on innovativeness in latin american subsistence small businesses,knowledge management research and practice,0.541,106,1
12654,text12654,0.876,veryhigh,C,N,poland,polish,28,N,Y,"knowledge management orientation, innovativeness, and competitive intensity: evidence from polish smes",knowledge management research and practice,0.541,102,1
12587,text12587,0.911,veryhigh,C,N,uae,uae,8,N,Y,a framework for integrating knowledge management benefits in the uae organisations,knowledge management research and practice,0.541,82,1
8259,text8259,0.827,veryhigh,M,Y,"australia,vietnam",australian,2,N,Y,towards effective collaboration between academics and library staff: a comparative australian/vietnamese study,library and information science research,0.921,110,1
8290,text8290,0.768,high,C,N,china,chinese,5,N,Y,preschool children's preferences for library activities: laddering interviews in chinese public libraries,library and information science research,0.921,105,1
8285,text8285,0.895,veryhigh,C,N,czech republic,czech,10,N,Y,the economic value of library services for children: the case of the czech public libraries,library and information science research,0.921,91,1
11070,text11070,0.768,high,C,N,china,chinese,3,N,Y,meeting chinese older adults’ health information needs: the role of public libraries,library quarterly,0.679,84,1
11077,text11077,0.921,veryhigh,C,N,us,american,6,N,Y,sanitizing american library history: reflections of a library historian,library quarterly,0.679,71,1
12863,text12863,0.768,high,C,N,china,china,0,N,Y,research on knowledge organization and visualization of historical events in the republic of china era,library trends,0.536,102,1
12874,text12874,0.768,high,C,N,china,fudan,0,N,Y,how to evaluate and select a data repository for humanities and social science: a case study of fudan university data repository for humanities and social science,library trends,0.536,162,1
12910,text12910,0.764,high,C,N,cuba,cuba,0,N,Y,biblioteca médica nacional de cuba por una comunidad sana e informada,library trends,0.536,69,1
12913,text12913,0.764,high,C,N,cuba,martí,0,N,Y,the library park project: proposal for redesigning the spaces in the martí provincial library to facilitate the implementation of services impacting community development,library trends,0.536,170,1
12881,text12881,0.535,low,C,N,nigeria,nigerian,1,N,Y,access provision for sight impaired students (siss) in nigerian university libraries,library trends,0.536,84,1
12851,text12851,0.713,high,C,N,south africa,south,0,N,Y,the bookness of a book: cataloging affect in south african artists’ books,library trends,0.536,73,1
12873,text12873,0.905,veryhigh,C,N,spain,spanish,2,N,Y,governmental censorship of the internet: spanish vs. catalans case study,library trends,0.536,72,1
12932,text12932,0.921,veryhigh,C,N,us,georgia,1,N,Y,academic libraries as unlikely defendants: a comparative fair use analysis of the georgia state university e-reserves and hathitrust cases,library trends,0.536,138,1
12892,text12892,0.921,veryhigh,C,N,us,berkeley,1,Y,Y,democratizing the union at uc berkeley: lecturers and librarians in solidarity,library trends,0.536,78,1
12051,text12051,0.921,veryhigh,C,N,us,michigan,1,N,Y,research impact core: a research impact initiative at the university of michigan,medical reference services quarterly,0.585,80,1
13112,text13112,0.929,veryhigh,C,N,uk,uk,0,N,Y,trends in support for students with special educational needs in uk university libraries: focusing on support personnel and systems,new review of academic librarianship,0.528,131,1
13118,text13118,0.929,veryhigh,C,N,uk,northumbria,2,N,Y,"putting the learner at the heart of student experience: the role of the university library in a seven-year journey of superconvergence at northumbria university, uk",new review of academic librarianship,0.528,164,1
13120,text13120,0.929,veryhigh,C,N,uk,york,3,N,Y,understanding academics: a ux ethnographic research project at the university of york,new review of academic librarianship,0.528,85,1
13124,text13124,0.929,veryhigh,C,N,uk,cambridge,0,N,Y,"developing academic engagement: a qualitative, “ethnographish” study of a devolved library structure at the university of cambridge",new review of academic librarianship,0.528,131,1
13136,text13136,0.929,veryhigh,C,N,uk,ulster,10,N,Y,how can the university library better meet the information needs of research students? experiences from ulster university,new review of academic librarianship,0.528,121,1
11645,text11645,0.547,low,R,N,africa,africa,5,N,Y,africa’s challenges in the oa movement: risks and possibilities,online information review,0.63,63,1
11728,text11728,0.593,medium,C,N,cambodia,cambodian,5,N,Y,wikipedia's gaps in coverage: are wikiprojects a solution? a study of the cambodian wikiproject,online information review,0.63,95,1
11654,text11654,0.768,high,C,N,china,chinese,4,N,Y,chinese online public opinions on the two-child policy,online information review,0.63,54,1
11708,text11708,0.768,high,C,N,china,chinese,20,N,Y,"can microblogs motivate involvement in civic and political life? examining uses, gratifications and social outcomes among chinese youth",online information review,0.63,135,1
11612,text11612,0.876,veryhigh,C,N,poland,polish,7,N,Y,information and knowledge management in higher education institutions: the polish case,online information review,0.63,86,1
11625,text11625,0.905,veryhigh,C,N,spain,spanish,12,N,Y,examining the intellectual capital web reporting by spanish universities,online information review,0.63,72,1
11636,text11636,0.905,veryhigh,C,N,spain,spanish,5,N,Y,online transparency and corporate governance in spanish governmental agencies,online information review,0.63,77,1
11695,text11695,0.921,veryhigh,C,N,us,us,2,N,Y,is the equalization/normalization lens dead? social media campaigning in us congressional elections,online information review,0.63,99,1
11734,text11734,0.931,veryhigh,M,Y,"us,finland",american,9,N,Y,exposure to online hate material and subjective well-being: a comparative study of american and finnish youth,online information review,0.63,109,1
11797,text11797,0.925,veryhigh,C,N,south korea,korean,2,N,Y,semantic change analysis of korean verbs based on massive culture corpus data,personal and ubiquitous computing,0.615,77,1
11779,text11779,0.847,veryhigh,M,Y,"south korea,china",korean,1,N,Y,exploration on korean-chinese collaborative translation method based on recursive recurrent neural network,personal and ubiquitous computing,0.615,106,1
12118,text12118,0.936,veryhigh,C,N,canada,canadian,1,N,Y,survey of digital humanities online guides in canadian academic research libraries,portal,0.585,82,1
12146,text12146,0.768,high,C,N,china,macau,0,N,Y,"information literacy instruction at the university of macau: challenges, outcomes, and lessons learned",portal,0.585,102,1
12137,text12137,0.858,veryhigh,C,N,croatia,donja,0,N,Y,"two naves, four orders and the bishop's nephew: church of the assumption of the blessed virgin mary in donja glogovnica",portal,0.585,119,1
12138,text12138,0.858,veryhigh,C,N,croatia,topusko,0,N,Y,application of 3d digitization of cultural heritage: architectural elements of the cistercian abbey in topusko,portal,0.585,110,1
12139,text12139,0.858,veryhigh,C,N,croatia,st,0,N,Y,church of st. julian in šibenik: historical phases and typology,portal,0.585,63,1
12141,text12141,0.858,veryhigh,C,N,croatia,dubrovnik,1,N,Y,peter kuster's ewer and basin from the treasury of dubrovnik cathedral: scientific and technological analysis,portal,0.585,109,1
12226,text12226,0.858,veryhigh,C,N,croatia,tvrđa,0,N,Y,"military bakery and flour warehouse in the supply barracks in tvrđa, osijek: construction, design, function",portal,0.585,107,1
12227,text12227,0.858,veryhigh,C,N,croatia,zagreb,0,N,Y,historical architecture in the botanical garden of the faculty of science in zagreb,portal,0.585,83,1
12228,text12228,0.858,veryhigh,C,N,croatia,topusko,2,N,Y,"new research on the abbey of the blessed virgin mary, in topusko, and its estate",portal,0.585,80,1
12230,text12230,0.858,veryhigh,C,N,croatia,šibenik,0,N,Y,barone fortress above šibenik,portal,0.585,29,1
12143,text12143,0.925,veryhigh,C,N,japan,japanese,0,N,Y,a field in formation-a citation analysis of japanese popular culture studies,portal,0.585,76,1
12160,text12160,0.921,veryhigh,C,N,us,arizona,1,N,Y,getting to the core of services: considering the arizona state university library as a core facility,portal,0.585,100,1
12214,text12214,0.921,veryhigh,C,N,us,kansas,8,N,Y,information literacy practices of spanish-speaking graduate students at the university of kansas,portal,0.585,96,1
9636,text9636,0.754,high,C,N,brazil,brazilian,12,N,Y,disinformation in the 2018 brazilian presidential election: an analysis of whatsapp family groups,profesional de la informacion,0.831,97,1
9387,text9387,0.796,high,R,N,eu,europe,1,N,Y,how to communicate a pandemic to society: the professional point of view. a case study of covid-19 in the south of europe,profesional de la informacion,0.831,121,1
9400,text9400,0.796,high,R,N,eu,europe,5,N,Y,evolution of negative visual frames of immigrants and refugees in the main media of southern europe,profesional de la informacion,0.831,99,1
9439,text9439,0.796,high,R,N,eu,european,1,N,Y,how european adolescents get engaged with films?: psychometric properties of the narrative engagement scale,profesional de la informacion,0.831,107,1
9445,text9445,0.796,high,R,N,eu,european,8,N,Y,european leaders unmasked: covid-19 communication strategy through twitter,profesional de la informacion,0.831,74,1
9483,text9483,0.796,high,R,N,eu,european,0,N,Y,composite indicators as an innovative methodology for communication sciences: implementation for the assessment of european public service media,profesional de la informacion,0.831,144,1
