"id","doc_id","HDI","HDI_Level","CountryRegionMulti","Averaged","GPE","token","Citations","False_Positive","False_Negative","Titles","Journals","SJR","titles_cnt","titles_has_country","pos","prop"
5845,"text5845",0.929,"veryhigh","C","N","uk","english",4,"N","Y","hearing the silence: finding the middle ground in the spatial humanities? extracting and comparing perceived silence and tranquillity in the english lake district","international journal of geographical information science",1.144,162,1,142,0.876543209876543
6026,"text6026",0.929,"veryhigh","C","N","uk","england",16,"N","Y","a new geodemographic classification of commuting flows for england and wales","international journal of geographical information science",1.144,76,1,60,0.789473684210526
5895,"text5895",0.921,"veryhigh","C","N","us","american",12,"N","Y","spatial autocorrelation and data uncertainty in the american community survey: a critique","international journal of geographical information science",1.144,89,1,53,0.595505617977528
239,"text239",0.547,"low","R","N","africa","sub",5,"N","Y","representation matters: an exploration of the socio-economic impacts of ict-enabled public value in the context of sub-saharan economies","international journal of information management",4.584,136,1,116,0.852941176470588
427,"text427",0.547,"low","R","N","africa","sub",44,"N","Y","a usability assessment of e-government websites in sub-saharan africa","international journal of information management",4.584,69,1,52,0.753623188405797
345,"text345",0.661,"medium","C","n","bangladesh","bangladesh",102,"N","Y","investigating factors influencing the physicians’ adoption of electronic health record (ehr) in healthcare system of bangladesh: an empirical study","international journal of information management",4.584,147,1,118,0.802721088435374
378,"text378",0.768,"high","C","N","china","chinese",55,"N","Y","social tie formation in chinese online social commerce: the role of it affordances","international journal of information management",4.584,82,1,25,0.304878048780488
452,"text452",0.768,"high","C","N","china","yiliang",54,"N","Y","characterizing information propagation patterns in emergencies: a case study with yiliang earthquake","international journal of information management",4.584,100,1,83,0.83
206,"text206",0.752,"high","C","N","colombia","universidad",16,"N","Y","business intelligence governance framework in a university: universidad de la costa case study","international journal of information management",4.584,94,1,61,0.648936170212766
118,"text118",0.633,"medium","C","N","india","indian",51,"N","Y","perception-based model for analyzing the impact of enterprise blockchain adoption on scm in the indian service industry","international journal of information management",4.584,119,1,97,0.815126050420168
411,"text411",0.754,"high","R","N","latin america","latin",27,"N","Y","how ceos use twitter: a comparative analysis of global and latin american companies","international journal of information management",4.584,83,1,60,0.72289156626506
122,"text122",0.803,"veryhigh","C","N","malaysia","malaysian",171,"N","Y","time to seize the digital evolution: adoption of blockchain in operations and supply chain management among malaysian smes","international journal of information management",4.584,122,1,109,0.89344262295082
12513,"text12513",0.796,"high","R","N","eu","eu",0,"N","Y","towards a just internet access: republican net neutrality for the eu","international journal of law and information technology",0.543,68,1,49,0.720588235294118
12523,"text12523",0.796,"high","R","N","eu","eu",2,"N","Y","juggling more than three balls at once: multilevel jurisdictional challenges in eu data protection regulation","international journal of law and information technology",0.543,109,1,81,0.743119266055046
12536,"text12536",0.796,"high","R","N","eu","european",0,"N","Y","are online consumers protected from geo-blocking practices within the european union?","international journal of law and information technology",0.543,85,1,71,0.835294117647059
12541,"text12541",0.796,"high","R","N","eu","eu",1,"N","Y","intermediary publishers and european data protection: delimiting the ambit of responsibility for third-party rights through a synthetic interpretation of the eu acquis","international journal of law and information technology",0.543,167,1,29,0.173652694610778
12538,"text12538",0.782,"high","C","N","sri lanka","sri",0,"N","Y","is there a legal basis for blocking injunctions under sri lankan law?","international journal of law and information technology",0.543,69,1,55,0.797101449275362
10460,"text10460",0.547,"low","R","N","africa","african",4,"N","Y","research data management at an african medical university: implications for academic librarianship","journal of academic librarianship",0.741,98,1,32,0.326530612244898
10630,"text10630",0.951,"veryhigh","C","N","australia","australian",3,"N","Y","keeping up the momentum: a longitudinal evaluation of professional development in digital technologies for academic librarians at an australian university","journal of academic librarianship",0.741,154,1,134,0.87012987012987
10624,"text10624",0.936,"veryhigh","M","Y","australia,us","australian",12,"N","Y","the role of the university library in supporting international student transition: insights from an australian-american case study","journal of academic librarianship",0.741,130,1,101,0.776923076923077
10524,"text10524",0.768,"high","C","N","china","nanjing",2,"N","Y","optimizing library's organizational climate through improvement of the weak scales identified by climatequal™ surveys: a case study of nanjing agricultural university library","journal of academic librarianship",0.741,174,1,136,0.781609195402299
10676,"text10676",0.768,"high","C","N","china","chinese",3,"N","Y","challenges and opportunities: a survey of practitioners’ perceptions on risks in chinese library transformation","journal of academic librarianship",0.741,111,1,82,0.738738738738739
10433,"text10433",0.749,"high","R","N","east asia","east",0,"N","Y","the calligraphy connections project: engaged scholarship of historical east asian texts","journal of academic librarianship",0.741,87,1,72,0.827586206896552
10506,"text10506",0.632,"medium","C","N","ghana","kwame",7,"N","Y","shaping scholarly communication guidance channels to meet the research needs and skills of doctoral students at kwame nkrumah university of science and technology","journal of academic librarianship",0.741,162,1,113,0.697530864197531
10554,"text10554",0.758,"high","C","N","mexico","mexican",16,"N","Y","online information literacy instruction in mexican university libraries: the librarians’ point of view","journal of academic librarianship",0.741,102,1,44,0.431372549019608
10425,"text10425",0.535,"low","C","N","nigeria","nigerian",0,"N","Y","library personnel reflections about night shift performance on attainment of work-life balance in a nigerian mega city","journal of academic librarianship",0.741,118,1,101,0.855932203389831
10601,"text10601",0.535,"low","C","N","nigeria","nigerian",3,"N","Y","embedded librarianship in research in nigerian universities: practices and sources of practice knowledge","journal of academic librarianship",0.741,104,1,39,0.375
10629,"text10629",0.535,"low","C","N","nigeria","lagos",3,"N","Y","bridging the great divide: librarian-faculty collaboration in selected higher institutions in lagos state nigeria","journal of academic librarianship",0.741,113,1,95,0.84070796460177
10456,"text10456",0.905,"veryhigh","C","N","spain","university",1,"N","Y","when the road to academic success goes through the library: a case study at the university of seville","journal of academic librarianship",0.741,101,1,81,0.801980198019802
10553,"text10553",0.905,"veryhigh","C","N","spain","anatolian",1,"N","Y","cost-sharing models: experience of the anatolian university libraries consortium","journal of academic librarianship",0.741,80,1,40,0.5
10505,"text10505",0.838,"veryhigh","C","N","turkey","turkish",3,"N","Y","the effects of subtitles and captions on an interactive information literacy tutorial for english majors at a turkish university","journal of academic librarianship",0.741,128,1,111,0.8671875
10585,"text10585",0.773,"high","C","N","ukraine","ukrainian",7,"N","Y","challenge of ukrainian academic librarians in an evolving scholarly publishing landscape","journal of academic librarianship",0.741,88,1,14,0.159090909090909
10476,"text10476",0.921,"veryhigh","C","N","us","city",1,"N","Y","are we represented as who we are? an assessment of library faculty online profiles within the city university of new york","journal of academic librarianship",0.741,121,1,95,0.785123966942149
10566,"text10566",0.921,"veryhigh","C","N","us","american",6,"N","Y","the use of departmental journal lists in promotion and tenure decisions at american research universities","journal of academic librarianship",0.741,105,1,76,0.723809523809524
10475,"text10475",0.703,"high","C","N","vietnam","vietnamese",2,"N","Y","factors influencing the faculty-librarian collaboration at the vietnamese universities","journal of academic librarianship",0.741,86,1,64,0.744186046511628
10470,"text10470",0.593,"medium","C","N","zimbabwe","zimbabwean",2,"N","Y","investigating disciplinary differences in the use of electronic journals by academics in zimbabwean state universities","journal of academic librarianship",0.741,118,1,90,0.76271186440678
10518,"text10518",0.593,"medium","C","N","zimbabwe","zimbabwe",9,"N","Y","open access initiatives in zimbabwe: case of academic libraries","journal of academic librarianship",0.741,63,1,28,0.444444444444444
10535,"text10535",0.593,"medium","C","N","zimbabwe","zimbabwe",5,"N","Y","open science disrupting the status quo in academic libraries: a perspective of zimbabwe","journal of academic librarianship",0.741,87,1,80,0.919540229885057
10541,"text10541",0.593,"medium","C","N","zimbabwe","zimbabwe",1,"N","Y","academic librarian's transition to blended librarianship: a phenomenology of selected academic librarians in zimbabwe","journal of academic librarianship",0.741,117,1,110,0.94017094017094
10678,"text10678",0.593,"medium","C","N","zimbabwe","zimbabwe",0,"N","Y","awareness of, and attitudes towards the paradigm shifts among library and information science (lis) faculty staff in zimbabwe","journal of academic librarianship",0.741,125,1,118,0.944
11345,"text11345",0.661,"medium","C","n","bangladesh","bangladesh",12,"N","Y","documentation in a community informatics project: the creation and sharing of information by women in bangladesh","journal of documentation",0.632,112,1,103,0.919642857142857
11486,"text11486",0.768,"high","C","N","china","chinese",12,"N","Y","a context-based study of serendipity in information research among chinese scholars","journal of documentation",0.632,83,1,68,0.819277108433735
11380,"text11380",0.796,"high","R","N","eu","european",11,"N","Y","public libraries as public sphere institutions: a comparative study of perceptions of the public library’s role in six european countries","journal of documentation",0.632,137,1,120,0.875912408759124
11445,"text11445",0.918,"veryhigh","C","N","slovenia","slovenian",11,"N","Y","research data management and research data literacy in slovenian science","journal of documentation",0.632,72,1,56,0.777777777777778
11357,"text11357",0.905,"veryhigh","C","N","spain","spanish",6,"N","Y","application of linked open data to the coding and dissemination of spanish civil war photographic archives","journal of documentation",0.632,106,1,68,0.641509433962264
11463,"text11463",0.947,"veryhigh","C","N","sweden","swedish",2,"N","Y","from informational reading to information literacy: change and continuity in document work in swedish schools","journal of documentation",0.632,109,1,95,0.871559633027523
11347,"text11347",0.929,"veryhigh","C","N","uk","scottish",2,"N","Y","networking as an information behaviour during job search: a study of active jobseekers in the scottish youth labour market","journal of documentation",0.632,122,1,95,0.778688524590164
11375,"text11375",0.929,"veryhigh","C","N","uk","english",0,"N","Y","representing search tasks in an information use environment: a case of english primary schools","journal of documentation",0.632,94,1,72,0.765957446808511
7157,"text7157",0.951,"veryhigh","C","N","australia","australian",8,"N","Y","effective organisational change to achieve successful itil implementation: lessons learned from a multiple case study of large australian firms","journal of enterprise information management",0.968,143,1,128,0.895104895104895
7206,"text7206",0.661,"medium","C","n","bangladesh","bangladesh",16,"N","Y","factors influencing e-hrm implementation in government organisations: case studies from bangladesh","journal of enterprise information management",0.968,98,1,89,0.908163265306122
7023,"text7023",0.768,"high","C","N","china","chinese",13,"N","Y","fueling knowledge management processes in chinese higher education institutes (heis): the neglected mediating role of knowledge worker satisfaction","journal of enterprise information management",0.968,147,1,43,0.292517006802721
7089,"text7089",0.768,"high","C","N","china","chinese",18,"N","Y","privacy calculus or heuristic cues? the dual process of privacy decision making on chinese social media","journal of enterprise information management",0.968,103,1,84,0.815533980582524
7173,"text7173",0.633,"medium","C","N","india","indian",8,"N","Y","an integrated grey-dematel approach for evaluating ict adoption barriers in manufacturing smes: analysing indian msmes","journal of enterprise information management",0.968,118,1,107,0.906779661016949
7203,"text7203",0.633,"medium","C","N","india","indian",18,"N","Y","workplace spirituality and employee commitment: the role of emotional intelligence and organisational citizenship behaviour in indian organisations","journal of enterprise information management",0.968,147,1,128,0.870748299319728
7101,"text7101",0.715,"high","C","N","palestine","palestine",8,"N","Y","e-health system characteristics, medical performance and healthcare quality at unrwa-palestine health centers","journal of enterprise information management",0.968,109,1,86,0.788990825688073
7036,"text7036",0.905,"veryhigh","C","N","spain","spanish",32,"N","Y","an integrated decision-making model for supplier evaluation in public healthcare system: the case study of a spanish hospital","journal of enterprise information management",0.968,125,1,110,0.88
7093,"text7093",0.731,"high","C","N","tunisia","tunisia",13,"N","Y","organizational culture and information systems strategic alignment: exploring the influence through an empirical study from tunisia","journal of enterprise information management",0.968,131,1,125,0.954198473282443
8665,"text8665",0.951,"veryhigh","C","N","australia","australian",6,"N","Y","the association between health literacy and self-rated health amongst australian university students","journal of health communication",0.88,100,1,71,0.71
8740,"text8740",0.951,"veryhigh","C","N","australia","australia",1,"N","Y","audience responses to physical activity in the biggest loser australia","journal of health communication",0.88,70,1,62,0.885714285714286
8669,"text8669",0.768,"high","C","N","china","chinese",4,"N","Y","beyond altruism: framing organ donation in a 19-year review of chinese news coverage","journal of health communication",0.88,84,1,64,0.761904761904762
8610,"text8610",0.796,"high","R","N","eu,central asia","europe",8,"N","Y","vaccine hesitancy and demand for immunization in eastern europe and central asia: implications for the region and beyond","journal of health communication",0.88,120,1,58,0.483333333333333
8845,"text8845",0.925,"veryhigh","C","N","japan","fukushima",16,"N","Y","collaborative processes of developing a health literacy toolkit: a case from fukushima after the nuclear accident","journal of health communication",0.88,113,1,78,0.690265486725664
8721,"text8721",0.511,"low","C","N","senegal","senegalese",2,"N","Y","the role of health literacy in family planning use among senegalese women","journal of health communication",0.88,73,1,58,0.794520547945205
8644,"text8644",0.939,"veryhigh","C","N","singapore","singaporean",5,"N","Y","sns usage and third-person effects in the risk perception of zika virus among singaporean women","journal of health communication",0.88,95,1,79,0.831578947368421
8749,"text8749",0.925,"veryhigh","C","N","south korea","americans",5,"N","Y","health literacy, depression literacy, and depression among older korean americans","journal of health communication",0.88,81,1,73,0.901234567901235
8570,"text8570",0.921,"veryhigh","C","N","us","indian",4,"N","Y","self-reported exposure to sexual and reproductive health information among american indian youth: implications for technology based intervention","journal of health communication",0.88,144,1,85,0.590277777777778
8573,"text8573",0.921,"veryhigh","C","N","us","americans",4,"N","Y","information seeking and scanning about colorectal cancer screening among black and white americans, ages 45–74: comparing information sources and screening behaviors","journal of health communication",0.88,165,1,90,0.545454545454545
8657,"text8657",0.921,"veryhigh","C","N","us","washington",4,"N","Y","youth’s proximity to marijuana retailers and advertisements: factors associated with washington state adolescents’ intentions to use marijuana","journal of health communication",0.88,142,1,86,0.605633802816901
8658,"text8658",0.921,"veryhigh","C","N","us","american",0,"N","Y","promoting sustained and exclusive breastfeeding among chinese american pregnant women","journal of health communication",0.88,85,1,63,0.741176470588235
8685,"text8685",0.921,"veryhigh","C","N","us","u.s.",4,"N","Y","condom use, pornography consumption, and perceptions of pornography as sexual information in a sample of adult u.s males","journal of health communication",0.88,120,1,112,0.933333333333333
8699,"text8699",0.921,"veryhigh","C","N","us","american",5,"N","Y","familiarity, navigation, and comprehension: key dimensions of health literacy in pap test use among korean american women","journal of health communication",0.88,121,1,108,0.892561983471074
8755,"text8755",0.921,"veryhigh","C","N","us","american",7,"N","Y","cultural adaptation of the be under your own influence media campaign for middle-school american indian youth","journal of health communication",0.88,109,1,89,0.81651376146789
8766,"text8766",0.921,"veryhigh","C","N","us","american",7,"N","Y","exploring communication strategies for promoting hepatitis b prevention among young asian american adults","journal of health communication",0.88,105,1,91,0.866666666666667
8777,"text8777",0.921,"veryhigh","C","N","us","american",4,"N","Y","cervixcheck: a spiritually-based text messaging intervention to promote cervical cancer awareness and pap test screening intention among african-american women","journal of health communication",0.88,159,1,146,0.918238993710692
12272,"text12272",0.929,"veryhigh","C","N","uk","uk",5,"N","Y","an elephant in the room? information literacy in the narrative of uk public libraries","journal of information literacy",0.584,85,1,67,0.788235294117647
10072,"text10072",0.951,"veryhigh","C","N","australia","australian",5,"N","Y","research diversification and its relationship with publication counts and impact: a case study based on australian professors","journal of information science",0.761,125,1,105,0.84
10109,"text10109",0.754,"high","C","N","brazil","brazilian",7,"N","Y","lotka’s law for the brazilian scientific output published in journals","journal of information science",0.761,69,1,21,0.304347826086957
10035,"text10035",0.796,"high","R","N","caucasus","south",2,"N","Y","an investigation of cultural objects in conflict zones through the lens of tripadvisor reviews: a case of south caucasus","journal of information science",0.761,120,1,107,0.891666666666667
10063,"text10063",0.633,"medium","C","N","india","indian",3,"N","Y","effect of knowledge management on software product experience with mediating effect of perceived software process improvement: an empirical study for indian software industry","journal of information science",0.761,174,1,151,0.867816091954023
1329,"text1329",0.633,"medium","C","N","india","indian",14,"N","Y","trusting e-voting amid experiences of electoral malpractice: the case of indian elections","journal of information technology",2.229,89,1,74,0.831460674157303
3907,"text3907",0.768,"high","C","N","china","chinese",6,"N","Y","scientists' genders and international academic collaboration: an empirical study of chinese universities and research institutes","journal of informetrics",1.437,128,1,85,0.6640625
4072,"text4072",0.768,"high","C","N","china","chinese",23,"N","Y","assessing r&d efficiency using a two-stage dynamic dea model: a case study of research institutes in the chinese academy of sciences","journal of informetrics",1.437,132,1,106,0.803030303030303
3898,"text3898",0.796,"high","R","N","eu","eastern",3,"N","Y","introducing recalibrated academic performance indicators in the evaluation of individuals' research performance: a case study from eastern europe","journal of informetrics",1.437,145,1,132,0.910344827586207
3949,"text3949",0.928,"veryhigh","M","Y","italy,norway","italian",14,"N","Y","comparison of research performance of italian and norwegian professors and universities","journal of informetrics",1.437,87,1,39,0.448275862068966
4073,"text4073",0.859,"veryhigh","M","Y","us,eu","us",24,"N","Y","which us and european higher education institutions are visible in researchgate and what affects their rg score?","journal of informetrics",1.437,112,1,7,0.0625
10282,"text10282",0.951,"veryhigh","C","N","australia","australian",2,"N","Y","knowledge sharing and organizational change: practice interactions in australian local government","journal of librarianship and information science",0.756,97,1,71,0.731958762886598
10320,"text10320",0.754,"high","C","N","brazil","brazilian",2,"N","Y","performance measurement and its impact on brazilian public academic libraries","journal of librarianship and information science",0.756,77,1,43,0.558441558441558
10249,"text10249",0.768,"high","C","N","china","chinese",5,"N","Y","the impact of chinese library and information science on outside disciplines: a citation analysis","journal of librarianship and information science",0.756,97,1,15,0.154639175257732
10315,"text10315",0.768,"high","C","N","china","chinese",2,"N","Y","the state of circulation policies and practices in chinese academic libraries","journal of librarianship and information science",0.756,77,1,52,0.675324675324675
10394,"text10394",0.768,"high","C","N","china","chinese",6,"N","Y","a qualitative analysis of the digital literacy of arts education teachers in chinese junior high and high schools","journal of librarianship and information science",0.756,113,1,78,0.690265486725664
10222,"text10222",0.858,"veryhigh","C","N","croatia","croatian",3,"N","Y","the use of mobile devices and applications for health information: a survey of croatian students","journal of librarianship and information science",0.756,96,1,80,0.833333333333333
10262,"text10262",0.731,"high","C","N","egypt","egyptian",5,"N","Y","libraries as agents for development: the potential role of egyptian rural public libraries towards the attainment of sustainable development goals based on the un 2030 agenda","journal of librarianship and information science",0.756,174,1,60,0.344827586206897
10213,"text10213",0.945,"veryhigh","C","N","ireland","irish",0,"N","Y","an intersectional quantitative content analysis of the lgbtq+ catalogue in irish public libraries","journal of librarianship and information science",0.756,97,1,76,0.783505154639175
10268,"text10268",0.919,"veryhigh","C","N","israel","israeli",3,"N","Y","developing scales for identifying and classifying library and information science skills and competencies: an israeli perspective","journal of librarianship and information science",0.756,129,1,111,0.86046511627907
10298,"text10298",0.895,"veryhigh","C","N","italy","italian",7,"N","Y","when social support by patrons protects against burnout: a study among italian public library workers","journal of librarianship and information science",0.756,101,1,72,0.712871287128713
10250,"text10250",0.925,"veryhigh","C","N","japan","japanese",3,"N","Y","japanese public library services for dyslexic children","journal of librarianship and information science",0.756,54,1,1,0.0185185185185185
10251,"text10251",0.535,"low","C","N","nigeria","bowen",19,"N","Y","factors influencing knowledge sharing among academics in bowen university, nigeria","journal of librarianship and information science",0.756,82,1,58,0.707317073170732
10358,"text10358",0.535,"low","C","N","nigeria","nigerian",0,"N","Y","administrative and infrastructural factors affecting library and information science educators’ actual use of educational support systems for teaching in nigerian universities","journal of librarianship and information science",0.756,175,1,155,0.885714285714286
10312,"text10312",0.544,"low","C","N","pakistan","pakistani",15,"N","Y","faculty awareness, use and attitudes towards scholarly open access: a pakistani perspective","journal of librarianship and information science",0.756,91,1,71,0.78021978021978
10360,"text10360",0.544,"low","C","N","pakistan","aga",8,"N","Y","evaluating library service quality at the aga khan university library: application of a total quality management approach","journal of librarianship and information science",0.756,121,1,43,0.355371900826446
10214,"text10214",0.699,"medium","C","N","philippines","philippine",6,"N","Y","linking digital literacy and online information searching strategies of philippine university students: the moderating role of mindfulness","journal of librarianship and information science",0.756,138,1,73,0.528985507246377
10216,"text10216",0.699,"medium","C","N","philippines","filipino",0,"N","Y","not your final destination: a grounded theory study on adjustment among filipino librarians who experienced job rotation","journal of librarianship and information science",0.756,120,1,73,0.608333333333333
10374,"text10374",0.875,"veryhigh","C","N","saudi arabia","saudi",1,"N","Y","saudi academic librarians’ perceptions of the association of college & research libraries guidelines","journal of librarianship and information science",0.756,100,1,1,0.01
10287,"text10287",0.922,"veryhigh","M","Y","slovenia,south korea","slovenian",0,"N","Y","comparison of slovenian and korean library laws","journal of librarianship and information science",0.756,47,1,15,0.319148936170213
10367,"text10367",0.549,"low","C","N","tanzania","sokoine",10,"N","Y","an assessment of information literacy skills among first-year postgraduate students at sokoine university of agriculture tanzania","journal of librarianship and information science",0.756,129,1,88,0.682170542635659
10231,"text10231",0.929,"veryhigh","C","N","uk","scottish",2,"N","Y","a case study investigation of academic library support for open educational resources in scottish universities","journal of librarianship and information science",0.756,110,1,90,0.818181818181818
10239,"text10239",0.929,"veryhigh","C","N","uk","scottish",1,"N","Y","how good is our public library service? the evolution of a new quality standards framework for scottish public libraries 2012–2017","journal of librarianship and information science",0.756,130,1,96,0.738461538461539
10311,"text10311",0.929,"veryhigh","C","N","uk","st",2,"N","Y","realising the potential of user surveys for improving academic libraries: the case of st john’s college, cambridge","journal of librarianship and information science",0.756,114,1,87,0.763157894736842
10207,"text10207",0.929,"veryhigh","M","Y","us,canada","north",2,"N","Y","reading work as a diversity practice: a differentiated approach to reading promotion in academic libraries in north america","journal of librarianship and information science",0.756,123,1,111,0.902439024390244
10267,"text10267",0.929,"veryhigh","M","Y","us,canada","north",5,"N","Y","servant leadership theory in practice: north america’s leading public libraries","journal of librarianship and information science",0.756,79,1,40,0.506329113924051
10284,"text10284",0.593,"medium","C","N","zimbabwe","zimbabwe",6,"N","Y","redefining library and information science education and training in zimbabwe to close the workforce skills gaps","journal of librarianship and information science",0.756,112,1,70,0.625
11244,"text11244",0.768,"high","C","N","china","chinese",5,"N","Y","chinese academic library research evaluation services","journal of library administration",0.673,53,1,1,0.0188679245283019
11215,"text11215",0.901,"veryhigh","M","Y","estonia,us","estonians",0,"N","Y","collaboration across borders, or piiride-ülene koostöö: estonians and americans working together towards accessible archival collections","journal of library administration",0.673,136,1,57,0.419117647058824
11229,"text11229",0.796,"high","R","N","eu","european",2,"N","Y","effects of the new public management (npm) and austerity in european public and academic libraries","journal of library administration",0.673,98,1,61,0.622448979591837
11272,"text11272",0.706,"high","C","N","lebanon","riyad",3,"N","Y","redesigning spaces for effective learning: challenges facing riyad nassar library in meeting users' perceptions and expectations","journal of library administration",0.673,128,1,62,0.484375
11149,"text11149",0.544,"low","C","N","pakistan","pakistani",7,"N","Y","millennials’ reading behavior in the digital age: a case study of pakistani university students","journal of library administration",0.673,95,1,67,0.705263157894737
11264,"text11264",0.939,"veryhigh","C","N","singapore","singaporeans",7,"N","Y","physical and digital reading habits of adult singaporeans","journal of library administration",0.673,57,1,46,0.807017543859649
11201,"text11201",0.929,"veryhigh","C","N","uk","uk",1,"N","Y","the role of the university library in supporting international students: a survey of practices across uk universities","journal of library administration",0.673,117,1,103,0.88034188034188
11284,"text11284",0.921,"veryhigh","C","N","us","colorado",8,"N","Y","changing demand driven acquisition ebook models: a history and preliminary results at the colorado alliance of research libraries","journal of library administration",0.673,129,1,91,0.705426356589147
11213,"text11213",0.929,"veryhigh","M","Y","us,canada","north",6,"N","Y","strategies for transformational publish and read agreements in north america","journal of library administration",0.673,76,1,64,0.842105263157895
10823,"text10823",0.547,"low","R","N","africa","african",1,"N","Y","change for a better paradigm: assessing the library services for distance learners in an african institution","journal of library and information services in distance learning",0.735,108,1,90,0.833333333333333
10801,"text10801",0.597,"medium","C","N","eswatini","eswatini",0,"N","Y","toward a framework for quality assurance of library and information science education in an open distance e-learning environment in eswatini","journal of library and information services in distance learning",0.735,140,1,133,0.95
10808,"text10808",0.535,"low","C","N","nigeria","nigeria",2,"N","Y","assessment of the contribution of online information resources in open distance learning mode to the development of lifelong learning in south-west, nigeria","journal of library and information services in distance learning",0.735,156,1,150,0.961538461538462
9122,"text9122",0.768,"high","C","N","china","chinese",4,"N","Y","more than plain text: censorship deletion in the chinese social media","journal of the association for information science and technology",0.848,69,1,50,0.72463768115942
9261,"text9261",0.768,"high","C","N","china","chinese",8,"N","Y","how important is scientific software in bioinformatics research? a comparative study between international and chinese research communities","journal of the association for information science and technology",0.848,139,1,112,0.805755395683453
9036,"text9036",0.796,"high","R","N","eu","european",27,"N","Y","multilingual publishing in the social sciences and humanities: a seven-country european study","journal of the association for information science and technology",0.848,93,1,80,0.860215053763441
9185,"text9185",0.948,"veryhigh","C","N","denmark","danish",6,"N","Y","alphabetic or contributor author order. what is the norm in danish economics and political science and why?","journal of the association for information science and technology",0.848,107,1,61,0.570093457943925
9048,"text9048",0.905,"veryhigh","C","N","spain","barcelona",27,"N","Y","#blocksidewalk to barcelona: technological sovereignty and the social license to operate smart cities","journal of the association for information science and technology",0.848,101,1,19,0.188118811881188
9254,"text9254",0.921,"veryhigh","C","N","us","yellowstone",5,"N","Y","documenting provenance in noncomputational workflows: research process models based on geobiology fieldwork in yellowstone national park","journal of the association for information science and technology",0.848,136,1,112,0.823529411764706
8484,"text8484",0.936,"veryhigh","C","N","canada","alberta",5,"N","Y","implementation of a fee-based service model to university-affiliated researchers at the university of alberta","journal of the medical library association",0.9,109,1,103,0.944954128440367
8420,"text8420",0.535,"low","C","N","nigeria","nigerian",1,"N","Y","“what’s happening over there?”: a study of the current state of services, challenges, and prospects in nigerian medical libraries","journal of the medical library association",0.9,129,1,104,0.806201550387597
8475,"text8475",0.535,"low","C","N","nigeria","oyo",2,"N","Y","teaching high school students to use online consumer health resources on mobile phones: outcome of a pilot project in oyo state, nigeria","journal of the medical library association",0.9,136,1,119,0.875
8419,"text8419",0.921,"veryhigh","C","N","us","american",5,"N","Y","introducing a health information literacy competencies map: connecting the association of american medical colleges core entrustable professional activities and accreditation council for graduate medical education common program requirements to the association of college & research libraries framework","journal of the medical library association",0.9,302,1,91,0.301324503311258
8518,"text8518",0.921,"veryhigh","C","N","us","san",4,"N","Y","creating value through outreach in a hospital setting: a case study from zuckerberg san francisco general hospital library","journal of the medical library association",0.9,122,1,85,0.69672131147541
8452,"text8452",0.929,"veryhigh","M","Y","us,canada","north",4,"N","Y","research and instruction services for online advanced practice nursing programs: a survey of north american academic librarians","journal of the medical library association",0.9,127,1,94,0.740157480314961
9366,"text9366",0.921,"veryhigh","C","N","us","south",3,"N","Y","“ebooks for the classroom+” at university of south florida libraries: a case study of database management","journal of web librarianship",0.831,105,1,46,0.438095238095238
12605,"text12605",0.951,"veryhigh","C","N","australia","australian",11,"N","Y","formal-informal channels of university-industry knowledge transfer: the case of australian business schools","knowledge management research and practice",0.541,107,1,81,0.757009345794392
12634,"text12634",0.951,"veryhigh","C","N","australia","australian",7,"N","Y","reflection of embedded knowledge culture in communications of australian companies","knowledge management research and practice",0.541,82,1,63,0.768292682926829
12652,"text12652",0.754,"high","C","N","brazil","brazilian",7,"N","Y","technology transfer management in the context of a developing country: evidence from brazilian universities","knowledge management research and practice",0.541,107,1,86,0.803738317757009
12689,"text12689",0.754,"high","C","N","brazil","southern",5,"N","Y","the value context in knowledge-based development: revealing the context factors in the development of southern brazils vale dos vinhedos region","knowledge management research and practice",0.541,143,1,103,0.72027972027972
12639,"text12639",0.94,"veryhigh","C","N","finland","finnish",21,"N","Y","the use of social media for knowledge acquisition and dissemination in b2b companies: an empirical study of finnish technology industries","knowledge management research and practice",0.541,137,1,109,0.795620437956204
12657,"text12657",0.94,"veryhigh","C","N","finland","finnish",10,"N","Y","the state of knowledge management in logistics smes: evidence from two finnish regions","knowledge management research and practice",0.541,86,1,72,0.837209302325581
12632,"text12632",0.895,"veryhigh","C","N","italy","italian",9,"N","Y","a qualitative study on the perception of intellectual capital among a group of senior managers of italian social enterprises","knowledge management research and practice",0.541,124,1,99,0.798387096774194
12612,"text12612",0.754,"high","R","N","latin america","latin",8,"N","Y","influence of the balanced scorecard on the science and innovation performance of latin american universities","knowledge management research and practice",0.541,108,1,82,0.759259259259259
12692,"text12692",0.754,"high","R","N","latin america","latin",9,"N","Y","moderating effect of intellectual capital on innovativeness in latin american subsistence small businesses","knowledge management research and practice",0.541,106,1,64,0.60377358490566
12654,"text12654",0.876,"veryhigh","C","N","poland","polish",28,"N","Y","knowledge management orientation, innovativeness, and competitive intensity: evidence from polish smes","knowledge management research and practice",0.541,102,1,92,0.901960784313726
12587,"text12587",0.911,"veryhigh","C","N","uae","uae",8,"N","Y","a framework for integrating knowledge management benefits in the uae organisations","knowledge management research and practice",0.541,82,1,66,0.804878048780488
